1.239636,1.156472,3.474323,-0.1090129,0.5326406,0.8382054,-0.04268516,1,1,1
1.240124,1.156036,3.474671,-0.1068209,0.5348802,0.8371599,-0.04068993,1,1,1
1.240126,1.156036,3.474672,-0.1068205,0.5348806,0.8371598,-0.04068982,1,1,1
1.239897,1.155393,3.474931,-0.1065166,0.5384921,0.8349829,-0.0385235,1,1,1
1.240011,1.155162,3.474823,-0.1054887,0.539638,0.8343287,-0.03947771,1,1,1
1.240022,1.155162,3.474815,-0.1054882,0.5396355,0.8343304,-0.0394783,1,1,1
1.240279,1.155514,3.474762,-0.1066047,0.5370858,0.8355435,-0.04518208,1,1,1
1.240862,1.155219,3.475084,-0.1077647,0.5404176,0.8331833,-0.04627222,1,1,1
1.240878,1.155225,3.475093,-0.1077666,0.5404193,0.833182,-0.04627102,1,1,1
1.240721,1.154559,3.475558,-0.1071745,0.5434074,0.8314183,-0.0443356,1,1,1
1.240703,1.154747,3.475481,-0.1066,0.5445408,0.8306564,-0.04606174,1,1,1
1.240686,1.15474,3.475467,-0.1065993,0.5445382,0.8306581,-0.0460628,1,1,1
1.240678,1.154732,3.476035,-0.1072762,0.5448704,0.8301864,-0.04897579,1,1,1
1.240677,1.154736,3.476049,-0.1072765,0.5448734,0.8301845,-0.04897396,1,1,1
1.24096,1.154361,3.476284,-0.1061668,0.5473202,0.8289728,-0.0444213,1,1,1
1.240918,1.154845,3.476297,-0.1041048,0.5458528,0.8300232,-0.04762782,1,1,1
1.240597,1.156023,3.476692,-0.1039441,0.5402327,0.8332639,-0.05491357,1,1,1
1.240595,1.156025,3.476702,-0.1039431,0.5402349,0.8332626,-0.05491322,1,1,1
1.240382,1.155066,3.476563,-0.1000071,0.5421924,0.8326171,-0.05267644,1,1,1
1.240888,1.154836,3.4775,-0.09845275,0.5460737,0.8306514,-0.04614075,1,1,1
1.241244,1.155325,3.477902,-0.09542152,0.5464246,0.8308772,-0.04424923,1,1,1
1.241155,1.15648,3.478068,-0.09121449,0.543713,0.8327789,-0.05035314,1,1,1
1.241021,1.157069,3.478316,-0.08543156,0.5421526,0.8343433,-0.05141445,1,1,1
1.241023,1.157071,3.478319,-0.08542971,0.5421529,0.8343432,-0.05141537,1,1,1
1.24131,1.157259,3.478578,-0.07736335,0.5410019,0.835713,-0.05399774,1,1,1
1.24162,1.158419,3.478403,-0.06702615,0.5368245,0.8388896,-0.05992718,1,1,1
1.241657,1.158429,3.478405,-0.0670235,0.5368232,0.8388906,-0.05992909,1,1,1
1.241225,1.159572,3.478488,-0.05732804,0.5305426,0.8432402,-0.06468461,1,1,1
1.240477,1.160589,3.478791,-0.0485555,0.5211545,0.8488798,-0.07377939,1,1,1
1.240278,1.162451,3.478832,-0.04241805,0.5122135,0.8539498,-0.08128858,1,1,1
1.240318,1.162453,3.478809,-0.04241549,0.5122049,0.8539545,-0.08129429,1,1,1
1.240324,1.163934,3.479289,-0.03127958,0.5068254,0.8568735,-0.08898047,1,1,1
1.239947,1.165146,3.479607,-0.02274744,0.5037457,0.8588848,-0.08966503,1,1,1
1.239978,1.165147,3.47959,-0.02274545,0.5037397,0.8588879,-0.08966992,1,1,1
1.239907,1.166382,3.480028,-0.01398373,0.4994429,0.8609631,-0.09541367,1,1,1
1.239931,1.166373,3.479988,-0.01398285,0.4994309,0.8609693,-0.09542099,1,1,1
1.239424,1.167865,3.480273,-0.009773591,0.4987219,0.8611653,-0.09785361,1,1,1
1.23887,1.170349,3.479596,-0.002935033,0.4957949,0.8617471,-0.1075677,1,1,1
1.238414,1.172938,3.479067,-0.001266066,0.4946522,0.8622376,-0.1089222,1,1,1
1.236929,1.1766,3.477823,0.005525347,0.4918616,0.8625172,-0.1187671,1,1,1
1.236907,1.176563,3.477747,0.005526945,0.4918409,0.8625274,-0.1187792,1,1,1
1.235448,1.180541,3.476214,0.01359217,0.4884079,0.8622854,-0.1331801,1,1,1
1.235443,1.180511,3.476146,0.01359559,0.4883874,0.8622952,-0.1331915,1,1,1
1.233881,1.18538,3.474615,0.01929762,0.484613,0.8622603,-0.145894,1,1,1
1.231596,1.190229,3.472475,0.02467111,0.4827473,0.861087,-0.1577201,1,1,1
1.229425,1.193939,3.470485,0.03665152,0.4796612,0.8608714,-0.1657779,1,1,1
1.229404,1.193918,3.470451,0.03665407,0.4796514,0.8608753,-0.1657852,1,1,1
1.226759,1.198942,3.469632,0.04239969,0.4710655,0.863651,-0.174375,1,1,1
1.223276,1.204556,3.467674,0.0522751,0.4576994,0.8663468,-0.1929297,1,1,1
1.223234,1.204508,3.467599,0.05228022,0.4576744,0.8663569,-0.192942,1,1,1
1.220609,1.209235,3.466349,0.05923626,0.4500872,0.8677884,-0.2021285,1,1,1
1.217571,1.214522,3.465642,0.06540853,0.436809,0.8680144,-0.2268715,1,1,1
1.217556,1.214474,3.465549,0.06541066,0.4367757,0.8680267,-0.2268879,1,1,1
1.213858,1.220936,3.464359,0.06564129,0.4358603,0.8672618,-0.2314607,1,1,1
1.209228,1.228489,3.462225,0.06874532,0.4259017,0.865381,-0.2549462,1,1,1
1.205711,1.235174,3.461055,0.07135261,0.4144456,0.8642998,-0.2759157,1,1,1
1.205681,1.235114,3.460962,0.07135766,0.4144098,0.8643114,-0.275932,1,1,1
1.202882,1.240025,3.461344,0.06454495,0.4118257,0.860441,-0.2930442,1,1,1
1.200026,1.244198,3.462131,0.06275707,0.4083537,0.8571544,-0.3075633,1,1,1
1.199978,1.244153,3.462089,0.06275827,0.408338,0.8571593,-0.3075703,1,1,1
1.198329,1.24656,3.46437,0.05613491,0.4066481,0.8510153,-0.3275045,1,1,1
1.196161,1.250657,3.466206,0.0473039,0.4073026,0.8461267,-0.3404947,1,1,1
1.19613,1.25061,3.466152,0.04730549,0.4072804,0.8461326,-0.3405063,1,1,1
1.193489,1.254582,3.468843,0.0410181,0.3990521,0.8433301,-0.357588,1,1,1
1.191506,1.257827,3.471889,0.03253325,0.3952634,0.8437608,-0.3616299,1,1,1
1.190111,1.259731,3.475371,0.02338703,0.3979163,0.8427383,-0.361812,1,1,1
1.190089,1.259688,3.475321,0.02339147,0.3978946,0.8427434,-0.3618237,1,1,1
1.188186,1.262918,3.478504,0.01794243,0.3921659,0.842423,-0.3690632,1,1,1
1.18587,1.26749,3.48095,0.01420338,0.3829308,0.8442506,-0.3747041,1,1,1
