1.243931,1.172015,3.554424,-0.1557244,-0.1567559,0.9726979,-0.07096783,1,1,1
1.243775,1.171822,3.554745,-0.1583245,-0.1587706,0.9722403,-0.06688813,1,1,1
1.244238,1.171533,3.555,-0.1576532,-0.1600124,0.9723627,-0.0636576,1,1,1
1.244246,1.171533,3.554999,-0.1576525,-0.1600138,0.9723626,-0.06365821,1,1,1
1.244372,1.171331,3.554736,-0.1576838,-0.1588412,0.9723539,-0.06658316,1,1,1
1.244052,1.170883,3.555065,-0.1585943,-0.1584656,0.972187,-0.067742,1,1,1
1.24423,1.171344,3.554701,-0.1575186,-0.1579762,0.9724436,-0.06771225,1,1,1
1.244226,1.171342,3.554698,-0.1575182,-0.1579763,0.9724436,-0.06771285,1,1,1
1.24416,1.170909,3.555183,-0.157768,-0.1576051,0.9724944,-0.06726511,1,1,1
1.244682,1.170308,3.555506,-0.1568242,-0.1586014,0.9727161,-0.06383714,1,1,1
1.2447,1.170309,3.555503,-0.1568244,-0.1586035,0.9727156,-0.0638383,1,1,1
1.2451,1.1703,3.55578,-0.157011,-0.15837,0.9727536,-0.06337887,1,1,1
1.246013,1.169759,3.556264,-0.1578804,-0.1578147,0.9727308,-0.06295311,1,1,1
1.245643,1.169798,3.556117,-0.1586719,-0.1581765,0.972476,-0.06398331,1,1,1
1.245641,1.169795,3.556111,-0.1586697,-0.158178,0.9724761,-0.06398379,1,1,1
1.245153,1.170727,3.556297,-0.1587979,-0.1593094,0.9724963,-0.06045491,1,1,1
1.244999,1.171135,3.556169,-0.1601895,-0.1603514,0.9721442,-0.05968569,1,1,1
1.244997,1.171133,3.556166,-0.1601881,-0.1603524,0.9721444,-0.05968467,1,1,1
1.244864,1.17161,3.556449,-0.1603702,-0.1614578,0.9720054,-0.05846601,1,1,1
1.244609,1.171598,3.556873,-0.1608678,-0.1627923,0.9719121,-0.05483625,1,1,1
1.244603,1.171601,3.556883,-0.1608668,-0.1627891,0.9719129,-0.05483527,1,1,1
1.24453,1.171549,3.557389,-0.1616471,-0.1644764,0.971592,-0.05316713,1,1,1
1.244945,1.171781,3.557524,-0.1623173,-0.1662064,0.971199,-0.05292534,1,1,1
1.244605,1.172495,3.558497,-0.1626079,-0.16905,0.9707349,-0.05152169,1,1,1
1.244599,1.172497,3.558505,-0.1626053,-0.1690479,0.9707358,-0.0515208,1,1,1
1.24508,1.172272,3.558575,-0.1634533,-0.17087,0.970261,-0.05176976,1,1,1
1.245035,1.173116,3.559136,-0.160119,-0.1740205,0.9701198,-0.05427989,1,1,1
1.245038,1.17311,3.559122,-0.1601153,-0.1740256,0.9701195,-0.05428035,1,1,1
1.244804,1.175004,3.559795,-0.158419,-0.1794447,0.9695424,-0.05187073,1,1,1
1.244813,1.174997,3.55977,-0.158414,-0.1794537,0.9695415,-0.05187116,1,1,1
1.245062,1.17585,3.560429,-0.1567109,-0.1820692,0.9693008,-0.05242603,1,1,1
1.245112,1.178028,3.561197,-0.1529519,-0.1835935,0.9693961,-0.05630596,1,1,1
1.245193,1.18019,3.560913,-0.1482246,-0.1860656,0.9694973,-0.05902546,1,1,1
1.244762,1.183037,3.560354,-0.143279,-0.1889194,0.9695423,-0.06138705,1,1,1
1.244753,1.183021,3.560319,-0.1432744,-0.1889296,0.9695408,-0.06138966,1,1,1
1.244815,1.18721,3.558836,-0.1366705,-0.1892772,0.9700982,-0.06636834,1,1,1
1.243649,1.193285,3.557093,-0.1300858,-0.1912874,0.9701586,-0.07265761,1,1,1
1.243634,1.193245,3.557015,-0.1300731,-0.1913107,0.9701555,-0.07266091,1,1,1
1.243042,1.198663,3.555237,-0.1236545,-0.1948338,0.9697272,-0.07986557,1,1,1
1.240385,1.206817,3.551818,-0.1175161,-0.1972408,0.9691817,-0.08929063,1,1,1
1.24031,1.206748,3.551728,-0.1175023,-0.1972662,0.9691782,-0.08929113,1,1,1
1.238111,1.214788,3.548187,-0.1093941,-0.2009299,0.9685735,-0.0975989,1,1,1
1.234804,1.221724,3.544113,-0.09542919,-0.2031352,0.9675426,-0.1161497,1,1,1
1.234736,1.221635,3.543996,-0.09541181,-0.203172,0.967536,-0.1161542,1,1,1
1.231443,1.228696,3.541035,-0.0817486,-0.206151,0.9673375,-0.1227883,1,1,1
1.2276,1.236828,3.53686,-0.07409146,-0.2131566,0.9641727,-0.1394479,1,1,1
1.227544,1.236733,3.53674,-0.07407153,-0.2131982,0.964165,-0.1394483,1,1,1
1.225066,1.242815,3.535238,-0.0581674,-0.2183352,0.9632889,-0.1449856,1,1,1
1.222008,1.249063,3.532902,-0.04295905,-0.2216182,0.9597899,-0.166863,1,1,1
1.221976,1.248975,3.532793,-0.04294072,-0.2216592,0.9597805,-0.1668674,1,1,1
1.218877,1.255659,3.531478,-0.01781281,-0.2235893,0.9575214,-0.1812274,1,1,1
1.215417,1.2624,3.52996,0.001099013,-0.2241876,0.953811,-0.1999581,1,1,1
1.215398,1.262319,3.529858,0.001120292,-0.224228,0.9538001,-0.1999646,1,1,1
1.212412,1.265424,3.531324,0.009465232,-0.2285447,0.9503404,-0.2110236,1,1,1
1.208217,1.272119,3.530849,0.02097671,-0.2333153,0.9434401,-0.234616,1,1,1
1.208205,1.272022,3.530727,0.02100715,-0.2333675,0.9434253,-0.2346211,1,1,1
1.203141,1.279841,3.530107,0.02881222,-0.2426863,0.9369742,-0.2497051,1,1,1
1.196634,1.286049,3.52988,0.03111994,-0.2551474,0.9333889,-0.2504326,1,1,1
1.192401,1.290996,3.533192,0.04056587,-0.2565318,0.927155,-0.2700545,1,1,1
1.188027,1.294925,3.536197,0.03926266,-0.2687178,0.9177648,-0.2897535,1,1,1
1.188027,1.294826,3.536077,0.0393016,-0.2687715,0.9177461,-0.2897575,1,1,1
1.181595,1.301157,3.53783,0.04440816,-0.2850223,0.9079025,-0.3041437,1,1,1
1.177268,1.303668,3.541479,0.03536383,-0.2994297,0.8967347,-0.3239725,1,1,1
1.177276,1.303582,3.541373,0.03540125,-0.2994773,0.8967163,-0.3239753,1,1,1
1.172741,1.307443,3.54533,0.0187683,-0.3101703,0.8863969,-0.3431365,1,1,1
1.169302,1.310209,3.549751,0.01331066,-0.3181356,0.8789304,-0.3550972,1,1,1
1.169316,1.310155,3.549687,0.01333823,-0.318166,0.8789182,-0.355099,1,1,1
1.165579,1.313472,3.554455,0.006949097,-0.3230763,0.8741439,-0.3625546,1,1,1
1.163164,1.312459,3.561468,-0.008774806,-0.3353819,0.869019,-0.3636591,1,1,1
